facility_name,address,state_name,district_name,sub_district_name,pincode,facility_type,ownership,facility_id,latitude,longitude
Government Uttarakhand East Hospital 3,"Main Road, Uttarakhand East, Uttarakhand",Uttarakhand,Uttarakhand East,Block A,693717,Community Health Centre,Government,GEN-00668,29.642012,94.060186
Government Uttarakhand East Hospital 4,"Main Road, Uttarakhand East, Uttarakhand",Uttarakhand,Uttarakhand East,Block A,327271,Primary Health Centre,Government,GEN-00669,26.987926,72.875249
Government Uttarakhand East Hospital 5,"Main Road, Uttarakhand East, Uttarakhand",Uttarakhand,Uttarakhand East,Block C,176720,Medical College Hospital,Government,GEN-00670,37.404268,69.839112
Government Uttarakhand West Hospital 1,"Main Road, Uttarakhand West, Uttarakhand",Uttarakhand,Uttarakhand West,Block A,696362,District Hospital,Government,GEN-00671,8.420831,85.726647
Government Uttarakhand West Hospital 2,"Main Road, Uttarakhand West, Uttarakhand",Uttarakhand,Uttarakhand West,Block B,655517,Sub District Hospital,Government,GEN-00672,13.763537,90.326628
Government Uttarakhand West Hospital 3,"Main Road, Uttarakhand West, Uttarakhand",Uttarakhand,Uttarakhand West,Block B,250724,Community Health Centre,Government,GEN-00673,36.979603,78.39775
Government Uttarakhand West Hospital 4,"Main Road, Uttarakhand West, Uttarakhand",Uttarakhand,Uttarakhand West,Block C,151840,Primary Health Centre,Government,GEN-00674,17.90877,75.354514
Government Uttarakhand West Hospital 5,"Main Road, Uttarakhand West, Uttarakhand",Uttarakhand,Uttarakhand West,Block A,258431,Medical College Hospital,Government,GEN-00675,13.656183,86.635147
Government West Central Hospital 1,"Main Road, West Central, West Bengal",West Bengal,West Central,Block B,191754,District Hospital,Government,GEN-00676,27.348615,77.19035
Government West Central Hospital 2,"Main Road, West Central, West Bengal",West Bengal,West Central,Block B,820389,Sub District Hospital,Government,GEN-00677,21.126369,85.655471
Government West Central Hospital 3,"Main Road, West Central, West Bengal",West Bengal,West Central,Block B,323517,Community Health Centre,Government,GEN-00678,34.937256,78.097924
Government West Central Hospital 4,"Main Road, West Central, West Bengal",West Bengal,West Central,Block C,568238,Primary Health Centre,Government,GEN-00679,36.400325,90.711581
Government West Central Hospital 5,"Main Road, West Central, West Bengal",West Bengal,West Central,Block C,830221,Medical College Hospital,Government,GEN-00680,24.881757,93.510513
Government West North Hospital 1,"Main Road, West North, West Bengal",West Bengal,West North,Block A,552558,District Hospital,Government,GEN-00681,15.011064,72.965028
Government West North Hospital 2,"Main Road, West North, West Bengal",West Bengal,West North,Block A,747190,Sub District Hospital,Government,GEN-00682,18.606757,90.312217
Government West North Hospital 3,"Main Road, West North, West Bengal",West Bengal,West North,Block B,166572,Community Health Centre,Government,GEN-00683,36.122462,89.236983
Government West North Hospital 4,"Main Road, West North, West Bengal",West Bengal,West North,Block C,798994,Primary Health Centre,Government,GEN-00684,31.298838,81.767067
Government West North Hospital 5,"Main Road, West North, West Bengal",West Bengal,West North,Block C,379808,Medical College Hospital,Government,GEN-00685,31.476275,85.893346
Government West South Hospital 1,"Main Road, West South, West Bengal",West Bengal,West South,Block A,420228,District Hospital,Government,GEN-00686,16.008795,81.431392
Government West South Hospital 2,"Main Road, West South, West Bengal",West Bengal,West South,Block C,790213,Sub District Hospital,Government,GEN-00687,8.271799,81.391374
Government West South Hospital 3,"Main Road, West South, West Bengal",West Bengal,West South,Block C,366178,Community Health Centre,Government,GEN-00688,8.522588,95.86735
Government West South Hospital 4,"Main Road, West South, West Bengal",West Bengal,West South,Block B,773856,Primary Health Centre,Government,GEN-00689,30.824231,87.574553
Government West South Hospital 5,"Main Road, West South, West Bengal",West Bengal,West South,Block A,454972,Medical College Hospital,Government,GEN-00690,11.891982,87.569057
Government West East Hospital 1,"Main Road, West East, West Bengal",West Bengal,West East,Block B,321747,District Hospital,Government,GEN-00691,8.796598,74.448568
Government West East Hospital 2,"Main Road, West East, West Bengal",West Bengal,West East,Block C,125290,Sub District Hospital,Government,GEN-00692,35.90863,89.723359
Government West East Hospital 3,"Main Road, West East, West Bengal",West Bengal,West East,Block B,758391,Community Health Centre,Government,GEN-00693,33.319381,93.140349
Government West East Hospital 4,"Main Road, West East, West Bengal",West Bengal,West East,Block A,579261,Primary Health Centre,Government,GEN-00694,27.458743,78.003415
Government West East Hospital 5,"Main Road, West East, West Bengal",West Bengal,West East,Block A,568427,Medical College Hospital,Government,GEN-00695,27.821948,72.259068
Government West West Hospital 1,"Main Road, West West, West Bengal",West Bengal,West West,Block A,824777,District Hospital,Government,GEN-00696,17.704808,96.414076
Government West West Hospital 2,"Main Road, West West, West Bengal",West Bengal,West West,Block A,688411,Sub District Hospital,Government,GEN-00697,22.533136,72.431345
Government West West Hospital 3,"Main Road, West West, West Bengal",West Bengal,West West,Block A,448319,Community Health Centre,Government,GEN-00698,35.296952,74.592113
Government West West Hospital 4,"Main Road, West West, West Bengal",West Bengal,West West,Block B,493716,Primary Health Centre,Government,GEN-00699,12.10272,84.993036
Government West West Hospital 5,"Main Road, West West, West Bengal",West Bengal,West West,Block B,547187,Medical College Hospital,Government,GEN-00700,31.954508,96.171693
Government Andaman Central Hospital 1,"Main Road, Andaman Central, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman Central,Block B,425237,District Hospital,Government,GEN-00701,10.704509,75.591678
Government Andaman Central Hospital 2,"Main Road, Andaman Central, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman Central,Block C,167642,Sub District Hospital,Government,GEN-00702,16.572353,91.524415
Government Andaman Central Hospital 3,"Main Road, Andaman Central, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman Central,Block A,477658,Community Health Centre,Government,GEN-00703,26.292464,69.529993
Government Andaman Central Hospital 4,"Main Road, Andaman Central, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman Central,Block B,301167,Primary Health Centre,Government,GEN-00704,27.534828,89.953516
Government Andaman Central Hospital 5,"Main Road, Andaman Central, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman Central,Block B,391316,Medical College Hospital,Government,GEN-00705,12.564447,68.55836
Government Andaman North Hospital 1,"Main Road, Andaman North, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman North,Block B,748264,District Hospital,Government,GEN-00706,28.733498,95.830126
Government Andaman North Hospital 2,"Main Road, Andaman North, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman North,Block A,111705,Sub District Hospital,Government,GEN-00707,23.746555,80.040402
Government Andaman North Hospital 3,"Main Road, Andaman North, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman North,Block B,764251,Community Health Centre,Government,GEN-00708,32.438618,85.760664
Government Andaman North Hospital 4,"Main Road, Andaman North, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman North,Block A,263062,Primary Health Centre,Government,GEN-00709,35.934898,85.780007
Government Andaman North Hospital 5,"Main Road, Andaman North, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman North,Block B,675002,Medical College Hospital,Government,GEN-00710,27.125224,85.629641
Government Andaman South Hospital 1,"Main Road, Andaman South, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman South,Block C,776884,District Hospital,Government,GEN-00711,34.357569,75.984382
Government Andaman South Hospital 2,"Main Road, Andaman South, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman South,Block C,366940,Sub District Hospital,Government,GEN-00712,30.085247,86.988701
Government Andaman South Hospital 3,"Main Road, Andaman South, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman South,Block B,808102,Community Health Centre,Government,GEN-00713,16.876012,86.436495
Government Andaman South Hospital 4,"Main Road, Andaman South, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman South,Block C,383226,Primary Health Centre,Government,GEN-00714,34.482413,94.364994
Government Andaman South Hospital 5,"Main Road, Andaman South, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman South,Block C,544552,Medical College Hospital,Government,GEN-00715,19.379925,96.262342
Government Andaman East Hospital 1,"Main Road, Andaman East, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman East,Block A,508236,District Hospital,Government,GEN-00716,12.667226,82.962522
Government Andaman East Hospital 2,"Main Road, Andaman East, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman East,Block A,416519,Sub District Hospital,Government,GEN-00717,22.638008,88.720427
Government Andaman East Hospital 3,"Main Road, Andaman East, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman East,Block A,563979,Community Health Centre,Government,GEN-00718,26.128846,82.116416
Government Andaman East Hospital 4,"Main Road, Andaman East, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman East,Block C,532878,Primary Health Centre,Government,GEN-00719,17.368714,85.177092
Government Andaman East Hospital 5,"Main Road, Andaman East, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman East,Block B,420109,Medical College Hospital,Government,GEN-00720,20.604647,77.931502
Government Andaman West Hospital 1,"Main Road, Andaman West, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman West,Block C,659942,District Hospital,Government,GEN-00721,37.307541,76.152275
Government Andaman West Hospital 2,"Main Road, Andaman West, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman West,Block A,165756,Sub District Hospital,Government,GEN-00722,26.274837,69.017108
Government Andaman West Hospital 3,"Main Road, Andaman West, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman West,Block A,388138,Community Health Centre,Government,GEN-00723,11.498966,78.151928
Government Andaman West Hospital 4,"Main Road, Andaman West, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman West,Block A,691823,Primary Health Centre,Government,GEN-00724,11.707867,70.910061
Government Andaman West Hospital 5,"Main Road, Andaman West, Andaman and Nicobar Islands",Andaman and Nicobar Islands,Andaman West,Block A,801177,Medical College Hospital,Government,GEN-00725,26.10171,89.186428
Government Chandigarh Central Hospital 1,"Main Road, Chandigarh Central, Chandigarh",Chandigarh,Chandigarh Central,Block C,491560,District Hospital,Government,GEN-00726,33.241078,92.643917
Government Chandigarh Central Hospital 2,"Main Road, Chandigarh Central, Chandigarh",Chandigarh,Chandigarh Central,Block B,839010,Sub District Hospital,Government,GEN-00727,18.393986,88.998068
Government Chandigarh Central Hospital 3,"Main Road, Chandigarh Central, Chandigarh",Chandigarh,Chandigarh Central,Block A,322522,Community Health Centre,Government,GEN-00728,26.041059,69.063391
Government Chandigarh Central Hospital 4,"Main Road, Chandigarh Central, Chandigarh",Chandigarh,Chandigarh Central,Block B,178182,Primary Health Centre,Government,GEN-00729,32.541772,82.518664
Government Chandigarh Central Hospital 5,"Main Road, Chandigarh Central, Chandigarh",Chandigarh,Chandigarh Central,Block B,608007,Medical College Hospital,Government,GEN-00730,14.988853,68.60145
Government Chandigarh North Hospital 1,"Main Road, Chandigarh North, Chandigarh",Chandigarh,Chandigarh North,Block A,570183,District Hospital,Government,GEN-00731,12.555332,72.61455
Government Chandigarh North Hospital 2,"Main Road, Chandigarh North, Chandigarh",Chandigarh,Chandigarh North,Block C,697340,Sub District Hospital,Government,GEN-00732,8.036798,88.440936
Government Chandigarh North Hospital 3,"Main Road, Chandigarh North, Chandigarh",Chandigarh,Chandigarh North,Block C,775881,Community Health Centre,Government,GEN-00733,8.077663,90.00014
Government Chandigarh North Hospital 4,"Main Road, Chandigarh North, Chandigarh",Chandigarh,Chandigarh North,Block C,547035,Primary Health Centre,Government,GEN-00734,20.756584,74.747225
Government Chandigarh North Hospital 5,"Main Road, Chandigarh North, Chandigarh",Chandigarh,Chandigarh North,Block A,396585,Medical College Hospital,Government,GEN-00735,19.790227,75.515
Government Chandigarh South Hospital 1,"Main Road, Chandigarh South, Chandigarh",Chandigarh,Chandigarh South,Block A,397761,District Hospital,Government,GEN-00736,32.127801,84.081042
Government Chandigarh South Hospital 2,"Main Road, Chandigarh South, Chandigarh",Chandigarh,Chandigarh South,Block A,227188,Sub District Hospital,Government,GEN-00737,30.328415,89.670415
Government Chandigarh South Hospital 3,"Main Road, Chandigarh South, Chandigarh",Chandigarh,Chandigarh South,Block A,282263,Community Health Centre,Government,GEN-00738,26.109504,88.218061
Government Chandigarh South Hospital 4,"Main Road, Chandigarh South, Chandigarh",Chandigarh,Chandigarh South,Block B,425830,Primary Health Centre,Government,GEN-00739,34.938642,75.78949
Government Chandigarh South Hospital 5,"Main Road, Chandigarh South, Chandigarh",Chandigarh,Chandigarh South,Block A,321540,Medical College Hospital,Government,GEN-00740,26.515266,93.190045
Government Chandigarh East Hospital 1,"Main Road, Chandigarh East, Chandigarh",Chandigarh,Chandigarh East,Block C,544023,District Hospital,Government,GEN-00741,27.410869,78.140864
Government Chandigarh East Hospital 2,"Main Road, Chandigarh East, Chandigarh",Chandigarh,Chandigarh East,Block B,209041,Sub District Hospital,Government,GEN-00742,20.416416,76.659793
Government Chandigarh East Hospital 3,"Main Road, Chandigarh East, Chandigarh",Chandigarh,Chandigarh East,Block B,302450,Community Health Centre,Government,GEN-00743,16.624667,95.10262
Government Chandigarh East Hospital 4,"Main Road, Chandigarh East, Chandigarh",Chandigarh,Chandigarh East,Block B,468166,Primary Health Centre,Government,GEN-00744,31.567405,84.71104
Government Chandigarh East Hospital 5,"Main Road, Chandigarh East, Chandigarh",Chandigarh,Chandigarh East,Block C,530175,Medical College Hospital,Government,GEN-00745,28.966372,88.883496
Government Chandigarh West Hospital 1,"Main Road, Chandigarh West, Chandigarh",Chandigarh,Chandigarh West,Block C,351197,District Hospital,Government,GEN-00746,10.159362,86.582544
Government Chandigarh West Hospital 2,"Main Road, Chandigarh West, Chandigarh",Chandigarh,Chandigarh West,Block B,462124,Sub District Hospital,Government,GEN-00747,24.104539,73.369222
Government Chandigarh West Hospital 3,"Main Road, Chandigarh West, Chandigarh",Chandigarh,Chandigarh West,Block C,563929,Community Health Centre,Government,GEN-00748,9.944437,71.224882
Government Chandigarh West Hospital 4,"Main Road, Chandigarh West, Chandigarh",Chandigarh,Chandigarh West,Block A,583877,Primary Health Centre,Government,GEN-00749,9.098273,68.496579
Government Chandigarh West Hospital 5,"Main Road, Chandigarh West, Chandigarh",Chandigarh,Chandigarh West,Block A,367932,Medical College Hospital,Government,GEN-00750,15.699234,91.593863
Government Dadra Central Hospital 1,"Main Road, Dadra Central, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra Central,Block C,219448,District Hospital,Government,GEN-00751,23.383461,84.495884
Government Dadra Central Hospital 2,"Main Road, Dadra Central, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra Central,Block B,672551,Sub District Hospital,Government,GEN-00752,11.675026,90.366804
Government Dadra Central Hospital 3,"Main Road, Dadra Central, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra Central,Block C,760859,Community Health Centre,Government,GEN-00753,24.777451,72.438661
Government Dadra Central Hospital 4,"Main Road, Dadra Central, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra Central,Block B,690866,Primary Health Centre,Government,GEN-00754,32.404552,82.284519
Government Dadra Central Hospital 5,"Main Road, Dadra Central, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra Central,Block C,837792,Medical College Hospital,Government,GEN-00755,29.092769,75.563019
Government Dadra North Hospital 1,"Main Road, Dadra North, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra North,Block B,505504,District Hospital,Government,GEN-00756,18.230001,88.984965
Government Dadra North Hospital 2,"Main Road, Dadra North, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra North,Block A,611242,Sub District Hospital,Government,GEN-00757,21.466595,96.70328
Government Dadra North Hospital 3,"Main Road, Dadra North, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra North,Block B,710029,Community Health Centre,Government,GEN-00758,16.768533,95.431003
Government Dadra North Hospital 4,"Main Road, Dadra North, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra North,Block A,665382,Primary Health Centre,Government,GEN-00759,19.916419,68.541635
Government Dadra North Hospital 5,"Main Road, Dadra North, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra North,Block B,383174,Medical College Hospital,Government,GEN-00760,35.681306,96.572399
Government Dadra South Hospital 1,"Main Road, Dadra South, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra South,Block A,528735,District Hospital,Government,GEN-00761,34.120834,70.556764
Government Dadra South Hospital 2,"Main Road, Dadra South, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra South,Block C,798288,Sub District Hospital,Government,GEN-00762,18.284603,71.997274
Government Dadra South Hospital 3,"Main Road, Dadra South, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra South,Block A,771125,Community Health Centre,Government,GEN-00763,8.768326,90.47228
Government Dadra South Hospital 4,"Main Road, Dadra South, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra South,Block A,709976,Primary Health Centre,Government,GEN-00764,14.414579,79.28071
Government Dadra South Hospital 5,"Main Road, Dadra South, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra South,Block C,811986,Medical College Hospital,Government,GEN-00765,35.271661,87.189237
Government Dadra East Hospital 1,"Main Road, Dadra East, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra East,Block C,329015,District Hospital,Government,GEN-00766,28.86414,72.666965
Government Dadra East Hospital 2,"Main Road, Dadra East, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra East,Block B,474132,Sub District Hospital,Government,GEN-00767,14.113233,73.77638
Government Dadra East Hospital 3,"Main Road, Dadra East, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra East,Block A,605278,Community Health Centre,Government,GEN-00768,34.13908,89.711936
Government Dadra East Hospital 4,"Main Road, Dadra East, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra East,Block B,389748,Primary Health Centre,Government,GEN-00769,27.186358,90.924133
Government Dadra East Hospital 5,"Main Road, Dadra East, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra East,Block B,485538,Medical College Hospital,Government,GEN-00770,14.582961,76.428954
Government Dadra West Hospital 1,"Main Road, Dadra West, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra West,Block A,390907,District Hospital,Government,GEN-00771,36.306679,83.647993
Government Dadra West Hospital 2,"Main Road, Dadra West, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra West,Block C,442552,Sub District Hospital,Government,GEN-00772,34.040457,85.816803
Government Dadra West Hospital 3,"Main Road, Dadra West, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra West,Block A,349285,Community Health Centre,Government,GEN-00773,12.554804,82.576799
Government Dadra West Hospital 4,"Main Road, Dadra West, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra West,Block A,232329,Primary Health Centre,Government,GEN-00774,24.148206,90.405539
Government Dadra West Hospital 5,"Main Road, Dadra West, Dadra and Nagar Haveli and Daman and Diu",Dadra and Nagar Haveli and Daman and Diu,Dadra West,Block C,247014,Medical College Hospital,Government,GEN-00775,35.296725,94.792822
Government Delhi Central Hospital 1,"Main Road, Delhi Central, Delhi",Delhi,Delhi Central,Block B,149841,District Hospital,Government,GEN-00776,16.460743,77.08848
Government Delhi Central Hospital 2,"Main Road, Delhi Central, Delhi",Delhi,Delhi Central,Block C,706968,Sub District Hospital,Government,GEN-00777,33.213585,82.531003
Government Delhi Central Hospital 3,"Main Road, Delhi Central, Delhi",Delhi,Delhi Central,Block C,834752,Community Health Centre,Government,GEN-00778,21.772216,81.256324
Government Delhi Central Hospital 4,"Main Road, Delhi Central, Delhi",Delhi,Delhi Central,Block B,569212,Primary Health Centre,Government,GEN-00779,35.3258,87.786017
Government Delhi Central Hospital 5,"Main Road, Delhi Central, Delhi",Delhi,Delhi Central,Block A,677526,Medical College Hospital,Government,GEN-00780,12.278042,92.534631
Government Delhi North Hospital 1,"Main Road, Delhi North, Delhi",Delhi,Delhi North,Block C,585480,District Hospital,Government,GEN-00781,10.128683,72.040622
Government Delhi North Hospital 2,"Main Road, Delhi North, Delhi",Delhi,Delhi North,Block A,662069,Sub District Hospital,Government,GEN-00782,34.846589,90.540704
Government Delhi North Hospital 3,"Main Road, Delhi North, Delhi",Delhi,Delhi North,Block A,176988,Community Health Centre,Government,GEN-00783,8.532222,95.279401
Government Delhi North Hospital 4,"Main Road, Delhi North, Delhi",Delhi,Delhi North,Block C,560075,Primary Health Centre,Government,GEN-00784,33.496054,68.863557
Government Delhi North Hospital 5,"Main Road, Delhi North, Delhi",Delhi,Delhi North,Block B,433946,Medical College Hospital,Government,GEN-00785,12.624829,83.516423
Government Delhi South Hospital 1,"Main Road, Delhi South, Delhi",Delhi,Delhi South,Block C,654164,District Hospital,Government,GEN-00786,20.683502,87.652086
Government Delhi South Hospital 2,"Main Road, Delhi South, Delhi",Delhi,Delhi South,Block C,739500,Sub District Hospital,Government,GEN-00787,14.521816,90.133931
Government Delhi South Hospital 3,"Main Road, Delhi South, Delhi",Delhi,Delhi South,Block B,709085,Community Health Centre,Government,GEN-00788,13.295303,95.281171
Government Delhi South Hospital 4,"Main Road, Delhi South, Delhi",Delhi,Delhi South,Block C,636989,Primary Health Centre,Government,GEN-00789,23.200026,91.19056
Government Delhi South Hospital 5,"Main Road, Delhi South, Delhi",Delhi,Delhi South,Block A,564741,Medical College Hospital,Government,GEN-00790,22.950223,79.23856
Government Delhi East Hospital 1,"Main Road, Delhi East, Delhi",Delhi,Delhi East,Block A,225949,District Hospital,Government,GEN-00791,17.522356,68.863023
Government Delhi East Hospital 2,"Main Road, Delhi East, Delhi",Delhi,Delhi East,Block C,318856,Sub District Hospital,Government,GEN-00792,18.26348,92.362007
Government Delhi East Hospital 3,"Main Road, Delhi East, Delhi",Delhi,Delhi East,Block B,685278,Community Health Centre,Government,GEN-00793,16.270975,94.306777
Government Delhi East Hospital 4,"Main Road, Delhi East, Delhi",Delhi,Delhi East,Block B,533994,Primary Health Centre,Government,GEN-00794,30.719974,78.603069
Government Delhi East Hospital 5,"Main Road, Delhi East, Delhi",Delhi,Delhi East,Block C,791151,Medical College Hospital,Government,GEN-00795,35.590633,76.223561
Government Delhi West Hospital 1,"Main Road, Delhi West, Delhi",Delhi,Delhi West,Block A,705978,District Hospital,Government,GEN-00796,26.451482,71.986177
Government Delhi West Hospital 2,"Main Road, Delhi West, Delhi",Delhi,Delhi West,Block A,284146,Sub District Hospital,Government,GEN-00797,35.821868,70.917597
Government Delhi West Hospital 3,"Main Road, Delhi West, Delhi",Delhi,Delhi West,Block C,220626,Community Health Centre,Government,GEN-00798,30.071101,91.658795
Government Delhi West Hospital 4,"Main Road, Delhi West, Delhi",Delhi,Delhi West,Block C,515547,Primary Health Centre,Government,GEN-00799,11.044051,76.248247
Government Delhi West Hospital 5,"Main Road, Delhi West, Delhi",Delhi,Delhi West,Block B,263327,Medical College Hospital,Government,GEN-00800,30.23894,70.594884
Government Jammu Central Hospital 1,"Main Road, Jammu Central, Jammu and Kashmir",Jammu and Kashmir,Jammu Central,Block C,313872,District Hospital,Government,GEN-00801,8.097986,75.59137
Government Jammu Central Hospital 2,"Main Road, Jammu Central, Jammu and Kashmir",Jammu and Kashmir,Jammu Central,Block C,394343,Sub District Hospital,Government,GEN-00802,26.459328,78.613407
Government Jammu Central Hospital 3,"Main Road, Jammu Central, Jammu and Kashmir",Jammu and Kashmir,Jammu Central,Block C,661261,Community Health Centre,Government,GEN-00803,34.553458,86.118371
Government Jammu Central Hospital 4,"Main Road, Jammu Central, Jammu and Kashmir",Jammu and Kashmir,Jammu Central,Block A,497630,Primary Health Centre,Government,GEN-00804,36.365482,87.36386
Government Jammu Central Hospital 5,"Main Road, Jammu Central, Jammu and Kashmir",Jammu and Kashmir,Jammu Central,Block A,795480,Medical College Hospital,Government,GEN-00805,24.394603,87.340731
Government Jammu North Hospital 1,"Main Road, Jammu North, Jammu and Kashmir",Jammu and Kashmir,Jammu North,Block C,423583,District Hospital,Government,GEN-00806,14.917801,72.001991
Government Jammu North Hospital 2,"Main Road, Jammu North, Jammu and Kashmir",Jammu and Kashmir,Jammu North,Block A,124865,Sub District Hospital,Government,GEN-00807,37.245803,72.908453
Government Jammu North Hospital 3,"Main Road, Jammu North, Jammu and Kashmir",Jammu and Kashmir,Jammu North,Block C,394744,Community Health Centre,Government,GEN-00808,9.805453,69.072524
Government Jammu North Hospital 4,"Main Road, Jammu North, Jammu and Kashmir",Jammu and Kashmir,Jammu North,Block C,600162,Primary Health Centre,Government,GEN-00809,28.571017,76.087076
Government Jammu North Hospital 5,"Main Road, Jammu North, Jammu and Kashmir",Jammu and Kashmir,Jammu North,Block B,708753,Medical College Hospital,Government,GEN-00810,8.358231,72.579129
Government Jammu South Hospital 1,"Main Road, Jammu South, Jammu and Kashmir",Jammu and Kashmir,Jammu South,Block A,309811,District Hospital,Government,GEN-00811,17.507398,69.033577
Government Jammu South Hospital 2,"Main Road, Jammu South, Jammu and Kashmir",Jammu and Kashmir,Jammu South,Block A,139677,Sub District Hospital,Government,GEN-00812,12.657804,89.287412
Government Jammu South Hospital 3,"Main Road, Jammu South, Jammu and Kashmir",Jammu and Kashmir,Jammu South,Block B,221839,Community Health Centre,Government,GEN-00813,26.621489,78.587941
Government Jammu South Hospital 4,"Main Road, Jammu South, Jammu and Kashmir",Jammu and Kashmir,Jammu South,Block A,243351,Primary Health Centre,Government,GEN-00814,37.171824,95.887412
Government Jammu South Hospital 5,"Main Road, Jammu South, Jammu and Kashmir",Jammu and Kashmir,Jammu South,Block C,802747,Medical College Hospital,Government,GEN-00815,31.14019,86.065155
Government Jammu East Hospital 1,"Main Road, Jammu East, Jammu and Kashmir",Jammu and Kashmir,Jammu East,Block C,401860,District Hospital,Government,GEN-00816,33.639788,85.532262
Government Jammu East Hospital 2,"Main Road, Jammu East, Jammu and Kashmir",Jammu and Kashmir,Jammu East,Block B,529091,Sub District Hospital,Government,GEN-00817,30.029847,73.104424
Government Jammu East Hospital 3,"Main Road, Jammu East, Jammu and Kashmir",Jammu and Kashmir,Jammu East,Block B,821524,Community Health Centre,Government,GEN-00818,35.407368,93.589524
Government Jammu East Hospital 4,"Main Road, Jammu East, Jammu and Kashmir",Jammu and Kashmir,Jammu East,Block C,130594,Primary Health Centre,Government,GEN-00819,31.745569,72.778608
Government Jammu East Hospital 5,"Main Road, Jammu East, Jammu and Kashmir",Jammu and Kashmir,Jammu East,Block B,166368,Medical College Hospital,Government,GEN-00820,9.304893,91.596076
Government Jammu West Hospital 1,"Main Road, Jammu West, Jammu and Kashmir",Jammu and Kashmir,Jammu West,Block C,761077,District Hospital,Government,GEN-00821,34.616414,89.545788
Government Jammu West Hospital 2,"Main Road, Jammu West, Jammu and Kashmir",Jammu and Kashmir,Jammu West,Block B,807419,Sub District Hospital,Government,GEN-00822,25.859596,82.774586
Government Jammu West Hospital 3,"Main Road, Jammu West, Jammu and Kashmir",Jammu and Kashmir,Jammu West,Block A,440754,Community Health Centre,Government,GEN-00823,18.012159,70.719266
